2026-05-18 10:16:28 | INFO     | ayumi.pid_guard | PID 3297626 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-18 10:16:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-18 10:16:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-18 10:16:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-18 10:16:38 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-18 10:16:38 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-18 10:16:38 | INFO     | ayumi.forward_test | OpenApiLiveClient constructed for live_mode
2026-05-18 10:16:38 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-18 10:16:40 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-18 10:16:41 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-18 10:16:41 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-18 10:16:41 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-18 10:16:41 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-18 10:16:42 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-18 10:16:42 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-18 10:16:43 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-18 10:16:43 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-18 10:16:44 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-18 10:16:44 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-18 10:16:44 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-18 10:16:44 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-18 10:16:44 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-18 10:16:44 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Symbol map set: 830 entries
2026-05-18 10:16:44 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Riding on spot feed's authenticated connection
2026-05-18 10:16:44 | INFO     | ayumi.forward_test | OpenApiLiveClient connected — live mode active
2026-05-18 10:16:45 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for GBPUSD 60m
2026-05-18 10:16:45 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'GBPUSD:60'
2026-05-18 10:16:45 | INFO     | ayumi.forward_test | Preloaded 49 bars for GBPUSD 60m
2026-05-18 10:16:46 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for GBPUSD 15m
2026-05-18 10:16:46 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'GBPUSD:15'
2026-05-18 10:16:46 | INFO     | ayumi.forward_test | Preloaded 49 bars for GBPUSD 15m
2026-05-18 10:16:47 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for USDJPY 60m
2026-05-18 10:16:47 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'USDJPY:60'
2026-05-18 10:16:47 | INFO     | ayumi.forward_test | Preloaded 49 bars for USDJPY 60m
2026-05-18 10:16:48 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for USDJPY 15m
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'USDJPY:15'
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | Preloaded 49 bars for USDJPY 15m
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian'] mode=LIVE eval_interval=1.0s bar_period=60m
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-18 10:16:48 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-18 10:17:48 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=70 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:17:48 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=70 tps=0.61 bars=2 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-18 10:18:48 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=174 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:18:48 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=174 tps=2.06 bars=2 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-18 10:19:48 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=274 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:19:48 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=274 tps=1.70 bars=2 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-18 10:20:48 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=371 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:20:48 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=372 tps=1.62 bars=2 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-18 10:21:48 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=454 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:21:48 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=454 tps=1.88 bars=2 signals=0 trades=0 balance=10000.00 uptime=300s
2026-05-18 10:22:24 | INFO     | ayumi.forward_test | Shutdown signal received (sig=15)
2026-05-18 10:22:24 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=2
2026-05-18 10:22:24 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=4
2026-05-18 10:22:24 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed stopped
2026-05-18 10:22:24 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Disconnected
2026-05-18 10:22:24 | INFO     | ayumi.forward_test | Forward test stopped: balance=10000.00 trades=0 pnl=0.00 errors=0 reconnects=0
2026-05-18 10:22:24 | WARNING  | ayumi.openapi_spot_feed | Disconnected: [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
]
2026-05-18 10:22:36 | INFO     | ayumi.pid_guard | PID 3299539 written to /home/TacoPants/projects/Ayumi/data/forward_test.pid
2026-05-18 10:22:36 | INFO     | ayumi.blend_launcher | === Ayumi Multi-Strategy Forward Test (Blend Pipeline) ===
2026-05-18 10:22:36 | INFO     | ayumi.blend_launcher | Symbols: ['GBPUSD', 'USDJPY']
2026-05-18 10:22:38 | WARNING  | ayumi.blend_launcher | Could not fetch symbol list from OpenAPI: 'CTraderOpenApiClient' object has no attribute 'get_symbols' — using static mapping
2026-05-18 10:22:38 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for GBPUSD (id=2)...
2026-05-18 10:22:40 | INFO     | ayumi.blend_launcher | Fetched 99 H1 bars for GBPUSD
2026-05-18 10:22:40 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for GBPUSD (id=2)...
2026-05-18 10:22:42 | INFO     | ayumi.blend_launcher | Fetched 199 M15 bars for GBPUSD
2026-05-18 10:22:42 | INFO     | ayumi.blend_launcher | Fetching 100 H1 bars for USDJPY (id=4)...
2026-05-18 10:22:44 | INFO     | ayumi.blend_launcher | Fetched 99 H1 bars for USDJPY
2026-05-18 10:22:44 | INFO     | ayumi.blend_launcher | Fetching 200 M15 bars for USDJPY (id=4)...
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Fetched 199 M15 bars for USDJPY
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Registered 8 strategies: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | All strategy .name properties verified against maps
2026-05-18 10:22:46 | INFO     | ayumi.risk | Restored risk state from data/risk_state_blend.json
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | BlendForwardTestRunner started — balance=$10000.00
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | Preloaded 99 bars into key 'GBPUSD:60'
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Preloaded 99 60min bars for GBPUSD into engine
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | Preloaded 199 bars into key 'GBPUSD:15'
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Preloaded 199 15min bars for GBPUSD into engine
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | Preloaded 99 bars into key 'USDJPY:60'
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Preloaded 99 60min bars for USDJPY into engine
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | Preloaded 199 bars into key 'USDJPY:15'
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Preloaded 199 15min bars for USDJPY into engine
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | === STARTING MULTI-STRATEGY FORWARD TEST ===
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Pipeline: SRMR+ + Killzone + Momentum + SessionRangeMR → Correlation Gate → Blend Runner → Paper
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Startup diagnostic: symbols=['GBPUSD', 'USDJPY']
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Startup diagnostic: bar_period=60m, min_confidence=0.50
2026-05-18 10:22:46 | INFO     | ayumi.blend_launcher | Startup diagnostic: strategy_timeframes={'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-18 10:22:46 | WARNING  | ayumi.forward_test | Credential validation: sender_comp_id is empty — may cause FIX logon failure
2026-05-18 10:22:46 | INFO     | ayumi.forward_test | OpenApiLiveClient constructed for live_mode
2026-05-18 10:22:46 | INFO     | ayumi.openapi_spot_feed | Connected to demo.ctraderapi.com:5035
2026-05-18 10:22:47 | INFO     | ayumi.openapi_spot_feed | Application authenticated
2026-05-18 10:22:48 | INFO     | ayumi.openapi_spot_feed | No token lifetime from server — defaulting to 86400s
2026-05-18 10:22:48 | INFO     | ayumi.openapi_spot_feed | Scheduling proactive token refresh in 69120s (token lifetime=86400s)
2026-05-18 10:22:48 | INFO     | ayumi.openapi_spot_feed | Account authenticated
2026-05-18 10:22:48 | INFO     | ayumi.openapi_spot_feed | Requesting symbol list for account 46877902
2026-05-18 10:22:49 | INFO     | ayumi.openapi_spot_feed | Loaded 830 symbol name mappings from API
2026-05-18 10:22:49 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for GBPUSD (id=2)
2026-05-18 10:22:50 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=2 digits=5
2026-05-18 10:22:50 | INFO     | ayumi.openapi_spot_feed | Pre-fetching details for USDJPY (id=4)
2026-05-18 10:22:51 | INFO     | ayumi.openapi_spot_feed | Fetched symbol details: id=4 digits=3
2026-05-18 10:22:51 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=2
2026-05-18 10:22:51 | INFO     | ayumi.openapi_spot_feed | Subscribed to spot events for symbol_id=4
2026-05-18 10:22:51 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed started: account=46877902 symbols_loaded=2
2026-05-18 10:22:51 | INFO     | ayumi.forward_test | Open API spot feed connected for ['GBPUSD', 'USDJPY']
2026-05-18 10:22:51 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Symbol map set: 830 entries
2026-05-18 10:22:51 | INFO     | ayumi.openapi_live_client | [OpenApiLiveClient] Riding on spot feed's authenticated connection
2026-05-18 10:22:51 | INFO     | ayumi.forward_test | OpenApiLiveClient connected — live mode active
2026-05-18 10:22:52 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for GBPUSD 60m
2026-05-18 10:22:52 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'GBPUSD:60'
2026-05-18 10:22:52 | INFO     | ayumi.forward_test | Preloaded 49 bars for GBPUSD 60m
2026-05-18 10:22:53 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for GBPUSD 15m
2026-05-18 10:22:53 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'GBPUSD:15'
2026-05-18 10:22:53 | INFO     | ayumi.forward_test | Preloaded 49 bars for GBPUSD 15m
2026-05-18 10:22:54 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for USDJPY 60m
2026-05-18 10:22:54 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'USDJPY:60'
2026-05-18 10:22:54 | INFO     | ayumi.forward_test | Preloaded 49 bars for USDJPY 60m
2026-05-18 10:22:55 | INFO     | ayumi.openapi_spot_feed | Fetched 49 trendbars for USDJPY 15m
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | Preloaded 49 bars into key 'USDJPY:15'
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | Preloaded 49 bars for USDJPY 15m
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | Bar preloading complete
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | Forward test started: symbols=['GBPUSD', 'USDJPY'] strategies=['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian'] mode=LIVE eval_interval=1.0s bar_period=60m
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Strategy list: ['SRMR+', 'Killzone Momentum', 'Donchian Channel Breakout', 'Session-Range Mean Reversion', 'BB+RSI Mean Reversion', 'Session Breakout London', 'Session Breakout NY', 'Session Breakout Asian']
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Symbols: ['GBPUSD', 'USDJPY']
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Bar period: 60m
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Min confidence: 0.50
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Min bars for evaluation: 50
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Strategy timeframes: {'SRMR+': 60, 'Killzone Momentum': 15, 'Donchian Channel Breakout': 15, 'Session-Range Mean Reversion': 60, 'BB+RSI Mean Reversion': 60, 'Session Breakout London': 15, 'Session Breakout NY': 15, 'Session Breakout Asian': 15}
2026-05-18 10:22:55 | INFO     | ayumi.forward_test | [B5 Startup] Required timeframes: [15, 60]
2026-05-18 10:23:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=83 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:23:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=83 tps=2.31 bars=2 signals=0 trades=0 balance=10000.00 uptime=60s
2026-05-18 10:24:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=172 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:24:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=172 tps=1.81 bars=2 signals=0 trades=0 balance=10000.00 uptime=120s
2026-05-18 10:25:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=230 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:25:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=230 tps=1.11 bars=2 signals=0 trades=0 balance=10000.00 uptime=180s
2026-05-18 10:26:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=314 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:26:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=314 tps=1.30 bars=2 signals=0 trades=0 balance=10000.00 uptime=240s
2026-05-18 10:27:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=387 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:27:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=387 tps=1.65 bars=2 signals=0 trades=0 balance=10000.00 uptime=300s
2026-05-18 10:28:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=463 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:28:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=463 tps=1.61 bars=2 signals=0 trades=0 balance=10000.00 uptime=360s
2026-05-18 10:29:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=549 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:29:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=549 tps=1.62 bars=2 signals=0 trades=0 balance=10000.00 uptime=420s
2026-05-18 10:30:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=645 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:30:55 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=645 tps=2.02 bars=2 signals=0 trades=0 balance=10000.00 uptime=480s
2026-05-18 10:31:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=762 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:31:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=763 tps=2.35 bars=2 signals=0 trades=0 balance=10000.00 uptime=540s
2026-05-18 10:32:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=853 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:32:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=853 tps=1.98 bars=2 signals=0 trades=0 balance=10000.00 uptime=600s
2026-05-18 10:33:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=935 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:33:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=935 tps=2.07 bars=2 signals=0 trades=0 balance=10000.00 uptime=660s
2026-05-18 10:34:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1052 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:34:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1052 tps=2.24 bars=2 signals=0 trades=0 balance=10000.00 uptime=720s
2026-05-18 10:35:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1173 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:35:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1173 tps=1.73 bars=2 signals=0 trades=0 balance=10000.00 uptime=780s
2026-05-18 10:36:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1267 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:36:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1267 tps=1.72 bars=2 signals=0 trades=0 balance=10000.00 uptime=840s
2026-05-18 10:37:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1367 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:37:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1367 tps=1.91 bars=2 signals=0 trades=0 balance=10000.00 uptime=900s
2026-05-18 10:38:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1477 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:38:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1477 tps=2.80 bars=2 signals=0 trades=0 balance=10000.00 uptime=960s
2026-05-18 10:39:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1578 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:39:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1578 tps=1.21 bars=2 signals=0 trades=0 balance=10000.00 uptime=1020s
2026-05-18 10:40:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1661 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:40:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1661 tps=1.13 bars=2 signals=0 trades=0 balance=10000.00 uptime=1080s
2026-05-18 10:41:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1742 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:41:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1744 tps=2.30 bars=2 signals=0 trades=0 balance=10000.00 uptime=1140s
2026-05-18 10:42:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1824 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:42:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1824 tps=1.37 bars=2 signals=0 trades=0 balance=10000.00 uptime=1200s
2026-05-18 10:43:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1889 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:43:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1889 tps=0.71 bars=2 signals=0 trades=0 balance=10000.00 uptime=1260s
2026-05-18 10:44:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=1964 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:44:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=1965 tps=1.32 bars=2 signals=0 trades=0 balance=10000.00 uptime=1320s
2026-05-18 10:45:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2051 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:45:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2051 tps=1.55 bars=2 signals=0 trades=0 balance=10000.00 uptime=1380s
2026-05-18 10:46:55 | INFO     | ayumi.forward_test | [B5 Periodic] ticks=2131 bars_built=2 signals=0 traded=0 eval_errors=0
2026-05-18 10:46:56 | INFO     | ayumi.blend_launcher | [B5 Health] ticks=2131 tps=1.24 bars=2 signals=0 trades=0 balance=10000.00 uptime=1440s
2026-05-18 10:47:48 | INFO     | ayumi.forward_test | Shutdown signal received (sig=15)
2026-05-18 10:47:48 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=2
2026-05-18 10:47:48 | INFO     | ayumi.openapi_spot_feed | Unsubscribed from spot events for symbol_id=4
2026-05-18 10:47:48 | INFO     | ayumi.openapi_spot_feed | OpenApiSpotFeed stopped
